name,age,experience,city,role,education,salary_lpa,city_tier,exp_level,age_group,edu_numeric,role_numeric
Employee_584,32,6,Hyderabad,HR,B.Tech,13.25,1,Mid,Mid Career,3,1
Employee_585,44,24,Mumbai,ML Engineer,PhD,12.8,1,Lead,Senior Career,5,7
Employee_586,37,19,Bangalore,Data Scientist,PhD,3.32,1,Lead,Senior Career,5,6
Employee_587,52,1,Delhi,Data Scientist,12th/Diploma,8.44,1,Fresher,Expert,1,6
Employee_588,32,6,Jaipur,HR,B.Tech,22.06,2,Mid,Mid Career,3,1
Employee_589,37,5,Mumbai,Software Developer,MBA/M.Tech,6.62,1,Mid,Senior Career,4,3
Employee_590,29,16,Delhi,Software Developer,B.Tech,12.13,1,Lead,Mid Career,3,3
Employee_591,25,24,Hyderabad,DevOps,B.Tech,3.32,1,Lead,Early Career,3,4
Employee_592,25,24,Pune,DevOps,PhD,13.52,2,Lead,Early Career,5,4
Employee_593,46,1,Mumbai,Data Analyst,B.Tech,3.46,1,Fresher,Expert,3,5
Employee_594,24,2,Mumbai,HR,B.Tech,21.03,1,Junior,Early Career,3,1
Employee_595,53,4,Hyderabad,ML Engineer,MBA/M.Tech,21.15,1,Junior,Expert,4,7
Employee_596,24,4,Jaipur,HR,PhD,20.33,2,Junior,Early Career,5,1
Employee_597,48,0,Bangalore,Data Analyst,B.Tech,9.23,1,Fresher,Expert,3,5
Employee_598,50,7,Pune,DevOps,Bachelor's,21.42,2,Mid,Expert,2,4
Employee_599,53,11,Mumbai,HR,12th/Diploma,14.95,1,Senior,Expert,1,1
Employee_600,40,23,Pune,HR,MBA/M.Tech,11.22,2,Lead,Senior Career,4,1
Employee_601,42,3,Mumbai,DevOps,B.Tech,16.76,1,Junior,Senior Career,3,4
Employee_602,26,12,Pune,Data Analyst,Bachelor's,3.27,2,Senior,Mid Career,2,5
Employee_603,39,22,Delhi,DevOps,B.Tech,6.15,1,Lead,Senior Career,3,4
Employee_604,49,14,Mumbai,Software Developer,B.Tech,19.33,1,Senior,Expert,3,3
Employee_605,43,10,Pune,ML Engineer,PhD,8.37,2,Senior,Senior Career,5,7
Employee_606,42,9,Bangalore,DevOps,PhD,16.16,1,Senior,Senior Career,5,4
Employee_607,27,2,Delhi,Data Analyst,PhD,11.47,1,Junior,Mid Career,5,5
Employee_608,22,21,Delhi,Data Scientist,Bachelor's,21.81,1,Lead,Early Career,2,6
Employee_609,26,13,Bangalore,Software Developer,B.Tech,23.95,1,Senior,Mid Career,3,3
Employee_610,33,15,Pune,Data Scientist,12th/Diploma,22.44,2,Senior,Mid Career,1,6
Employee_611,47,9,Hyderabad,DevOps,MBA/M.Tech,8.95,1,Senior,Expert,4,4
Employee_612,35,9,Bangalore,Software Developer,PhD,7.27,1,Senior,Mid Career,5,3
Employee_613,47,11,Pune,ML Engineer,PhD,13.44,2,Senior,Expert,5,7
Employee_614,48,8,Bangalore,DevOps,B.Tech,3.16,1,Mid,Expert,3,4
Employee_615,30,0,Bangalore,ML Engineer,B.Tech,3.57,1,Fresher,Mid Career,3,7
Employee_616,47,4,Mumbai,HR,Bachelor's,15.17,1,Junior,Expert,2,1
Employee_617,43,19,Pune,Data Scientist,Bachelor's,14.45,2,Lead,Senior Career,2,6
Employee_618,51,7,Hyderabad,Software Developer,PhD,24.88,1,Mid,Expert,5,3
Employee_619,38,10,Mumbai,ML Engineer,B.Tech,7.44,1,Senior,Senior Career,3,7
Employee_620,47,11,Bangalore,Data Analyst,12th/Diploma,8.68,1,Senior,Expert,1,5
Employee_621,22,0,Jaipur,ML Engineer,MBA/M.Tech,5.5,2,Fresher,Early Career,4,7
Employee_622,29,24,Bangalore,Data Analyst,B.Tech,23.19,1,Lead,Mid Career,3,5
Employee_623,36,21,Bangalore,DevOps,B.Tech,20.11,1,Lead,Senior Career,3,4
Employee_624,43,19,Pune,Software Developer,Bachelor's,21.09,2,Lead,Senior Career,2,3
Employee_625,35,24,Pune,ML Engineer,MBA/M.Tech,22.86,2,Lead,Mid Career,4,7
Employee_626,47,10,Mumbai,ML Engineer,PhD,14.55,1,Senior,Expert,5,7
Employee_627,49,4,Hyderabad,Software Developer,B.Tech,12.93,1,Junior,Expert,3,3
Employee_628,44,14,Mumbai,ML Engineer,PhD,10.27,1,Senior,Senior Career,5,7
Employee_629,35,4,Delhi,Data Analyst,B.Tech,15.96,1,Junior,Mid Career,3,5
Employee_630,45,11,Bangalore,ML Engineer,PhD,12.99,1,Senior,Senior Career,5,7
Employee_631,23,4,Jaipur,Data Scientist,MBA/M.Tech,12.93,2,Junior,Early Career,4,6
Employee_632,47,16,Bangalore,DevOps,Bachelor's,23.61,1,Lead,Expert,2,4
Employee_633,35,16,Bangalore,HR,MBA/M.Tech,24.65,1,Lead,Mid Career,4,1
Employee_634,28,23,Mumbai,Data Analyst,12th/Diploma,20.52,1,Lead,Mid Career,1,5
Employee_635,24,11,Jaipur,Data Scientist,Bachelor's,19.65,2,Senior,Early Career,2,6
Employee_636,44,23,Jaipur,DevOps,MBA/M.Tech,17.97,2,Lead,Senior Career,4,4
Employee_637,39,14,Jaipur,Software Developer,12th/Diploma,6.65,2,Senior,Senior Career,1,3
Employee_638,36,14,Mumbai,Data Analyst,B.Tech,4.3,1,Senior,Senior Career,3,5
Employee_639,46,5,Bangalore,HR,B.Tech,18.2,1,Mid,Expert,3,1
Employee_640,49,11,Mumbai,DevOps,PhD,19.03,1,Senior,Expert,5,4
Employee_641,31,19,Pune,HR,Bachelor's,4.03,2,Lead,Mid Career,2,1
Employee_642,38,17,Pune,Software Developer,B.Tech,23.42,2,Lead,Senior Career,3,3
Employee_643,43,13,Mumbai,Software Developer,Bachelor's,5.01,1,Senior,Senior Career,2,3
Employee_644,47,1,Jaipur,Data Analyst,B.Tech,9.29,2,Fresher,Expert,3,5
Employee_645,46,8,Bangalore,ML Engineer,PhD,17.79,1,Mid,Expert,5,7
Employee_646,38,4,Mumbai,Software Developer,MBA/M.Tech,6.74,1,Junior,Senior Career,4,3
Employee_647,34,19,Mumbai,DevOps,PhD,4.22,1,Lead,Mid Career,5,4
Employee_648,41,0,Mumbai,ML Engineer,12th/Diploma,10.29,1,Fresher,Senior Career,1,7
Employee_649,46,22,Delhi,Data Scientist,B.Tech,19.85,1,Lead,Expert,3,6
Employee_650,25,2,Pune,HR,12th/Diploma,12.1,2,Junior,Early Career,1,1
Employee_651,31,5,Jaipur,ML Engineer,12th/Diploma,17.37,2,Mid,Mid Career,1,7
Employee_652,24,4,Hyderabad,HR,Bachelor's,15.75,1,Junior,Early Career,2,1
Employee_653,39,20,Jaipur,ML Engineer,B.Tech,3.49,2,Lead,Senior Career,3,7
Employee_654,43,4,Hyderabad,Data Scientist,12th/Diploma,24.75,1,Junior,Senior Career,1,6
Employee_655,29,0,Delhi,Software Developer,MBA/M.Tech,3.91,1,Fresher,Mid Career,4,3
Employee_656,40,16,Mumbai,Data Scientist,12th/Diploma,24.29,1,Lead,Senior Career,1,6
Employee_657,27,18,Delhi,Software Developer,MBA/M.Tech,15.1,1,Lead,Mid Career,4,3
Employee_658,47,13,Delhi,Software Developer,Bachelor's,24.19,1,Senior,Expert,2,3
Employee_659,27,11,Bangalore,HR,12th/Diploma,5.52,1,Senior,Mid Career,1,1
Employee_660,54,9,Pune,DevOps,PhD,13.79,2,Senior,Expert,5,4
Employee_661,43,19,Hyderabad,Data Scientist,Bachelor's,6.73,1,Lead,Senior Career,2,6
Employee_662,42,20,Mumbai,ML Engineer,MBA/M.Tech,4.12,1,Lead,Senior Career,4,7
Employee_663,27,17,Hyderabad,Data Scientist,Bachelor's,16.59,1,Lead,Mid Career,2,6
Employee_664,27,23,Jaipur,HR,12th/Diploma,7.57,2,Lead,Mid Career,1,1
Employee_665,25,10,Hyderabad,Software Developer,B.Tech,15.93,1,Senior,Early Career,3,3
Employee_666,51,1,Jaipur,HR,B.Tech,5.47,2,Fresher,Expert,3,1
Employee_667,32,24,Pune,Data Analyst,MBA/M.Tech,10.3,2,Lead,Mid Career,4,5
Employee_668,51,17,Jaipur,Data Analyst,MBA/M.Tech,20.2,2,Lead,Expert,4,5
Employee_669,52,24,Hyderabad,ML Engineer,B.Tech,12.62,1,Lead,Expert,3,7
Employee_670,45,6,Hyderabad,HR,MBA/M.Tech,16.81,1,Mid,Senior Career,4,1
Employee_671,30,23,Jaipur,ML Engineer,Bachelor's,17.24,2,Lead,Mid Career,2,7
Employee_672,24,14,Delhi,ML Engineer,PhD,21.56,1,Senior,Early Career,5,7
Employee_673,52,10,Pune,Data Analyst,PhD,10.15,2,Senior,Expert,5,5
Employee_674,45,17,Bangalore,ML Engineer,Bachelor's,18.12,1,Lead,Senior Career,2,7
Employee_675,52,22,Mumbai,Data Analyst,PhD,24.16,1,Lead,Expert,5,5
Employee_676,27,11,Hyderabad,Software Developer,12th/Diploma,19.07,1,Senior,Mid Career,1,3
Employee_677,23,5,Mumbai,HR,Bachelor's,13.78,1,Mid,Early Career,2,1
Employee_678,41,19,Bangalore,ML Engineer,MBA/M.Tech,16.88,1,Lead,Senior Career,4,7
Employee_679,49,22,Mumbai,Data Analyst,Bachelor's,19.27,1,Lead,Expert,2,5
Employee_680,32,12,Bangalore,Data Scientist,B.Tech,16.47,1,Senior,Mid Career,3,6
Employee_681,25,19,Jaipur,ML Engineer,MBA/M.Tech,3.37,2,Lead,Early Career,4,7
Employee_682,36,15,Delhi,DevOps,B.Tech,7.29,1,Senior,Senior Career,3,4
Employee_683,27,17,Hyderabad,Software Developer,MBA/M.Tech,20.83,1,Lead,Mid Career,4,3
Employee_684,51,9,Bangalore,Software Developer,PhD,9.0,1,Senior,Expert,5,3
Employee_685,23,22,Mumbai,Data Scientist,Bachelor's,19.09,1,Lead,Early Career,2,6
Employee_686,36,7,Hyderabad,Data Analyst,12th/Diploma,11.19,1,Mid,Senior Career,1,5
Employee_687,32,17,Delhi,ML Engineer,MBA/M.Tech,14.48,1,Lead,Mid Career,4,7
Employee_688,29,20,Jaipur,Data Analyst,MBA/M.Tech,4.5,2,Lead,Mid Career,4,5
Employee_689,47,0,Hyderabad,Software Developer,B.Tech,6.99,1,Fresher,Expert,3,3
Employee_690,26,22,Bangalore,Data Analyst,PhD,24.06,1,Lead,Mid Career,5,5
Employee_691,27,7,Delhi,Software Developer,B.Tech,22.58,1,Mid,Mid Career,3,3
Employee_692,47,5,Mumbai,Data Analyst,B.Tech,17.35,1,Mid,Expert,3,5
Employee_693,25,4,Delhi,Data Scientist,PhD,13.11,1,Junior,Early Career,5,6
Employee_694,40,14,Delhi,HR,12th/Diploma,17.87,1,Senior,Senior Career,1,1
Employee_695,41,21,Pune,Data Scientist,B.Tech,16.61,2,Lead,Senior Career,3,6
Employee_696,54,14,Delhi,Data Scientist,B.Tech,15.51,1,Senior,Expert,3,6
Employee_697,41,1,Delhi,HR,MBA/M.Tech,4.3,1,Fresher,Senior Career,4,1
Employee_698,33,0,Hyderabad,HR,PhD,16.92,1,Fresher,Mid Career,5,1
Employee_699,22,22,Mumbai,ML Engineer,Bachelor's,19.92,1,Lead,Early Career,2,7
Employee_700,47,22,Hyderabad,ML Engineer,12th/Diploma,24.87,1,Lead,Expert,1,7
Employee_701,35,10,Hyderabad,Data Scientist,12th/Diploma,3.24,1,Senior,Mid Career,1,6
Employee_702,32,9,Bangalore,Data Scientist,PhD,19.06,1,Senior,Mid Career,5,6
Employee_703,34,17,Hyderabad,Software Developer,MBA/M.Tech,15.58,1,Lead,Mid Career,4,3
Employee_704,24,17,Pune,Software Developer,MBA/M.Tech,12.55,2,Lead,Early Career,4,3
Employee_705,54,16,Pune,ML Engineer,PhD,5.81,2,Lead,Expert,5,7
Employee_706,27,7,Bangalore,DevOps,MBA/M.Tech,12.0,1,Mid,Mid Career,4,4
Employee_707,31,14,Jaipur,DevOps,12th/Diploma,10.8,2,Senior,Mid Career,1,4
Employee_708,26,7,Mumbai,ML Engineer,12th/Diploma,9.66,1,Mid,Mid Career,1,7
Employee_709,44,16,Mumbai,Software Developer,Bachelor's,19.08,1,Lead,Senior Career,2,3
Employee_710,31,11,Hyderabad,Software Developer,PhD,18.42,1,Senior,Mid Career,5,3
Employee_711,23,7,Hyderabad,DevOps,B.Tech,15.96,1,Mid,Early Career,3,4
Employee_712,34,24,Jaipur,Data Analyst,B.Tech,23.65,2,Lead,Mid Career,3,5
Employee_713,23,13,Hyderabad,Data Analyst,Bachelor's,10.7,1,Senior,Early Career,2,5
Employee_714,41,3,Mumbai,Software Developer,Bachelor's,8.36,1,Junior,Senior Career,2,3
Employee_715,22,0,Delhi,Data Analyst,MBA/M.Tech,17.43,1,Fresher,Early Career,4,5
Employee_716,30,0,Pune,HR,Bachelor's,7.37,2,Fresher,Mid Career,2,1
Employee_717,38,18,Delhi,ML Engineer,Bachelor's,9.93,1,Lead,Senior Career,2,7
Employee_718,30,15,Delhi,ML Engineer,B.Tech,7.94,1,Senior,Mid Career,3,7
Employee_719,32,13,Mumbai,Software Developer,MBA/M.Tech,4.52,1,Senior,Mid Career,4,3
Employee_720,36,20,Delhi,Data Scientist,Bachelor's,21.2,1,Lead,Senior Career,2,6
Employee_721,45,15,Jaipur,DevOps,Bachelor's,8.6,2,Senior,Senior Career,2,4
Employee_722,51,4,Bangalore,Software Developer,MBA/M.Tech,13.41,1,Junior,Expert,4,3
Employee_723,52,8,Hyderabad,Data Analyst,PhD,3.95,1,Mid,Expert,5,5
Employee_724,26,1,Bangalore,DevOps,MBA/M.Tech,18.39,1,Fresher,Mid Career,4,4
Employee_725,35,17,Pune,Data Scientist,B.Tech,10.27,2,Lead,Mid Career,3,6
Employee_726,32,5,Hyderabad,Data Analyst,PhD,19.38,1,Mid,Mid Career,5,5
Employee_727,30,8,Delhi,HR,12th/Diploma,12.07,1,Mid,Mid Career,1,1
Employee_728,33,0,Pune,Data Analyst,MBA/M.Tech,7.31,2,Fresher,Mid Career,4,5
Employee_729,22,8,Hyderabad,HR,B.Tech,14.29,1,Mid,Early Career,3,1
Employee_730,43,24,Jaipur,DevOps,PhD,5.87,2,Lead,Senior Career,5,4
Employee_731,50,15,Jaipur,HR,MBA/M.Tech,12.69,2,Senior,Expert,4,1
Employee_732,29,12,Jaipur,DevOps,Bachelor's,9.98,2,Senior,Mid Career,2,4
Employee_733,32,8,Jaipur,DevOps,MBA/M.Tech,23.06,2,Mid,Mid Career,4,4
Employee_734,35,20,Delhi,DevOps,12th/Diploma,4.34,1,Lead,Mid Career,1,4
Employee_735,51,12,Bangalore,DevOps,MBA/M.Tech,18.27,1,Senior,Expert,4,4
Employee_736,42,8,Hyderabad,DevOps,PhD,7.02,1,Mid,Senior Career,5,4
Employee_737,26,10,Delhi,Data Analyst,PhD,10.02,1,Senior,Mid Career,5,5
Employee_738,40,3,Jaipur,DevOps,MBA/M.Tech,12.14,2,Junior,Senior Career,4,4
Employee_739,35,1,Bangalore,Data Analyst,PhD,22.98,1,Fresher,Mid Career,5,5
Employee_740,47,5,Pune,DevOps,Bachelor's,8.34,2,Mid,Expert,2,4
Employee_741,25,13,Pune,HR,MBA/M.Tech,5.01,2,Senior,Early Career,4,1
Employee_742,46,3,Pune,DevOps,Bachelor's,10.01,2,Junior,Expert,2,4
Employee_743,46,5,Jaipur,Data Scientist,Bachelor's,5.3,2,Mid,Expert,2,6
Employee_744,39,18,Pune,DevOps,B.Tech,5.83,2,Lead,Senior Career,3,4
Employee_745,29,5,Mumbai,DevOps,MBA/M.Tech,15.62,1,Mid,Mid Career,4,4
Employee_746,35,1,Hyderabad,HR,PhD,4.34,1,Fresher,Mid Career,5,1
Employee_747,53,17,Hyderabad,ML Engineer,Bachelor's,3.68,1,Lead,Expert,2,7
Employee_748,54,12,Jaipur,HR,B.Tech,18.72,2,Senior,Expert,3,1
Employee_749,44,8,Mumbai,Data Scientist,MBA/M.Tech,10.96,1,Mid,Senior Career,4,6
Employee_750,36,22,Delhi,ML Engineer,MBA/M.Tech,5.76,1,Lead,Senior Career,4,7
Employee_751,54,18,Delhi,Software Developer,12th/Diploma,8.58,1,Lead,Expert,1,3
Employee_752,46,12,Pune,Software Developer,12th/Diploma,17.13,2,Senior,Expert,1,3
Employee_753,38,10,Bangalore,Data Scientist,Bachelor's,9.06,1,Senior,Senior Career,2,6
Employee_754,54,0,Delhi,HR,12th/Diploma,13.88,1,Fresher,Expert,1,1
Employee_755,23,23,Bangalore,Data Analyst,Bachelor's,5.68,1,Lead,Early Career,2,5
Employee_756,35,21,Hyderabad,Data Scientist,PhD,15.94,1,Lead,Mid Career,5,6
Employee_757,27,6,Bangalore,ML Engineer,Bachelor's,9.95,1,Mid,Mid Career,2,7
Employee_758,27,24,Hyderabad,ML Engineer,12th/Diploma,16.79,1,Lead,Mid Career,1,7
Employee_759,24,20,Mumbai,DevOps,PhD,20.78,1,Lead,Early Career,5,4
Employee_760,28,14,Mumbai,Software Developer,12th/Diploma,16.46,1,Senior,Mid Career,1,3
Employee_761,29,0,Jaipur,ML Engineer,Bachelor's,9.51,2,Fresher,Mid Career,2,7
Employee_762,36,11,Jaipur,Data Scientist,B.Tech,8.63,2,Senior,Senior Career,3,6
Employee_763,50,6,Pune,ML Engineer,MBA/M.Tech,10.2,2,Mid,Expert,4,7
Employee_764,54,14,Delhi,Data Scientist,12th/Diploma,6.62,1,Senior,Expert,1,6
Employee_765,51,20,Pune,Data Analyst,Bachelor's,6.99,2,Lead,Expert,2,5
Employee_766,48,18,Hyderabad,DevOps,PhD,20.4,1,Lead,Expert,5,4
Employee_767,50,24,Pune,Software Developer,12th/Diploma,11.46,2,Lead,Expert,1,3
Employee_768,54,0,Bangalore,ML Engineer,12th/Diploma,12.59,1,Fresher,Expert,1,7
Employee_769,48,16,Hyderabad,Data Scientist,MBA/M.Tech,16.07,1,Lead,Expert,4,6
Employee_770,54,16,Jaipur,HR,Bachelor's,15.97,2,Lead,Expert,2,1
Employee_771,25,2,Mumbai,Software Developer,B.Tech,4.48,1,Junior,Early Career,3,3
Employee_772,43,11,Jaipur,Data Analyst,PhD,21.29,2,Senior,Senior Career,5,5
Employee_773,23,5,Delhi,Data Scientist,Bachelor's,6.9,1,Mid,Early Career,2,6
Employee_774,31,10,Hyderabad,DevOps,PhD,18.91,1,Senior,Mid Career,5,4
Employee_775,26,2,Hyderabad,DevOps,12th/Diploma,20.0,1,Junior,Mid Career,1,4
Employee_776,31,7,Bangalore,Data Analyst,MBA/M.Tech,18.73,1,Mid,Mid Career,4,5
Employee_777,54,13,Delhi,Data Analyst,MBA/M.Tech,15.74,1,Senior,Expert,4,5
Employee_778,34,13,Mumbai,DevOps,B.Tech,3.32,1,Senior,Mid Career,3,4
Employee_779,52,9,Hyderabad,ML Engineer,MBA/M.Tech,10.93,1,Senior,Expert,4,7
Employee_780,45,1,Hyderabad,ML Engineer,12th/Diploma,16.31,1,Fresher,Senior Career,1,7
Employee_781,36,13,Bangalore,Data Scientist,B.Tech,11.52,1,Senior,Senior Career,3,6
Employee_782,50,8,Pune,HR,Bachelor's,22.0,2,Mid,Expert,2,1
Employee_783,29,2,Mumbai,Data Scientist,MBA/M.Tech,9.79,1,Junior,Mid Career,4,6
Employee_784,26,20,Jaipur,HR,B.Tech,9.46,2,Lead,Mid Career,3,1
Employee_785,50,7,Delhi,Data Analyst,12th/Diploma,8.85,1,Mid,Expert,1,5
Employee_786,25,15,Hyderabad,Software Developer,PhD,10.32,1,Senior,Early Career,5,3
Employee_787,33,1,Hyderabad,Data Scientist,PhD,15.26,1,Fresher,Mid Career,5,6
Employee_788,23,5,Jaipur,Data Scientist,12th/Diploma,18.55,2,Mid,Early Career,1,6
Employee_789,48,20,Mumbai,HR,12th/Diploma,17.58,1,Lead,Expert,1,1
Employee_790,52,24,Pune,Data Analyst,PhD,20.77,2,Lead,Expert,5,5
Employee_791,47,11,Hyderabad,Data Analyst,B.Tech,22.49,1,Senior,Expert,3,5
Employee_792,48,4,Mumbai,HR,PhD,20.95,1,Junior,Expert,5,1
Employee_793,26,1,Jaipur,Data Analyst,12th/Diploma,3.42,2,Fresher,Mid Career,1,5
Employee_794,41,15,Bangalore,DevOps,MBA/M.Tech,19.19,1,Senior,Senior Career,4,4
Employee_795,32,4,Pune,ML Engineer,Bachelor's,7.58,2,Junior,Mid Career,2,7
Employee_796,31,14,Delhi,DevOps,MBA/M.Tech,5.92,1,Senior,Mid Career,4,4
Employee_797,27,11,Hyderabad,Software Developer,MBA/M.Tech,17.05,1,Senior,Mid Career,4,3
Employee_798,29,3,Mumbai,Data Scientist,12th/Diploma,10.03,1,Junior,Mid Career,1,6
Employee_799,44,14,Bangalore,Software Developer,PhD,4.26,1,Senior,Senior Career,5,3
Employee_800,47,10,Delhi,Data Scientist,B.Tech,6.03,1,Senior,Expert,3,6
Employee_801,33,15,Mumbai,ML Engineer,MBA/M.Tech,3.02,1,Senior,Mid Career,4,7
Employee_802,47,22,Mumbai,Data Analyst,PhD,22.87,1,Lead,Expert,5,5
Employee_803,34,5,Delhi,DevOps,B.Tech,3.54,1,Mid,Mid Career,3,4
Employee_804,39,13,Bangalore,HR,MBA/M.Tech,7.61,1,Senior,Senior Career,4,1
Employee_805,46,17,Jaipur,DevOps,B.Tech,12.16,2,Lead,Expert,3,4
Employee_806,54,11,Bangalore,ML Engineer,PhD,10.84,1,Senior,Expert,5,7
Employee_807,33,10,Pune,Software Developer,Bachelor's,23.06,2,Senior,Mid Career,2,3
Employee_808,25,12,Hyderabad,HR,PhD,3.89,1,Senior,Early Career,5,1
Employee_809,26,20,Delhi,Data Analyst,12th/Diploma,14.27,1,Lead,Mid Career,1,5
Employee_810,29,22,Jaipur,ML Engineer,B.Tech,17.97,2,Lead,Mid Career,3,7
Employee_811,49,10,Delhi,HR,Bachelor's,23.5,1,Senior,Expert,2,1
Employee_812,52,22,Delhi,ML Engineer,B.Tech,16.65,1,Lead,Expert,3,7
Employee_813,30,15,Bangalore,ML Engineer,B.Tech,20.68,1,Senior,Mid Career,3,7
Employee_814,50,14,Hyderabad,Data Analyst,MBA/M.Tech,4.84,1,Senior,Expert,4,5
Employee_815,35,20,Pune,Data Scientist,12th/Diploma,11.49,2,Lead,Mid Career,1,6
Employee_816,43,14,Mumbai,HR,B.Tech,11.23,1,Senior,Senior Career,3,1
Employee_817,32,24,Mumbai,Data Analyst,PhD,22.5,1,Lead,Mid Career,5,5
Employee_818,44,3,Delhi,ML Engineer,PhD,6.33,1,Junior,Senior Career,5,7
Employee_819,22,10,Hyderabad,Data Analyst,MBA/M.Tech,6.34,1,Senior,Early Career,4,5
Employee_820,42,18,Jaipur,Data Scientist,12th/Diploma,10.23,2,Lead,Senior Career,1,6
Employee_821,47,14,Bangalore,DevOps,12th/Diploma,4.2,1,Senior,Expert,1,4
Employee_822,44,3,Hyderabad,HR,PhD,7.01,1,Junior,Senior Career,5,1
Employee_823,22,20,Hyderabad,Data Scientist,Bachelor's,24.23,1,Lead,Early Career,2,6
Employee_824,36,12,Bangalore,Software Developer,MBA/M.Tech,12.42,1,Senior,Senior Career,4,3
Employee_825,42,21,Delhi,HR,MBA/M.Tech,16.9,1,Lead,Senior Career,4,1
Employee_826,30,18,Hyderabad,Data Scientist,PhD,18.97,1,Lead,Mid Career,5,6
Employee_827,30,1,Mumbai,ML Engineer,PhD,11.07,1,Fresher,Mid Career,5,7
Employee_828,31,13,Bangalore,HR,Bachelor's,6.24,1,Senior,Mid Career,2,1
Employee_829,47,3,Jaipur,HR,Bachelor's,7.54,2,Junior,Expert,2,1
Employee_830,46,15,Pune,Data Analyst,12th/Diploma,9.89,2,Senior,Expert,1,5
Employee_831,47,20,Delhi,ML Engineer,MBA/M.Tech,16.99,1,Lead,Expert,4,7
Employee_832,32,19,Bangalore,Software Developer,MBA/M.Tech,11.76,1,Lead,Mid Career,4,3
Employee_833,23,13,Pune,DevOps,PhD,3.15,2,Senior,Early Career,5,4
Employee_834,28,14,Pune,Data Scientist,12th/Diploma,14.51,2,Senior,Mid Career,1,6
Employee_835,39,2,Jaipur,Data Analyst,MBA/M.Tech,23.27,2,Junior,Senior Career,4,5
Employee_836,48,7,Hyderabad,Data Scientist,12th/Diploma,20.87,1,Mid,Expert,1,6
Employee_837,48,15,Jaipur,Software Developer,12th/Diploma,21.15,2,Senior,Expert,1,3
Employee_838,38,9,Hyderabad,Software Developer,PhD,20.49,1,Senior,Senior Career,5,3
Employee_839,45,3,Hyderabad,HR,12th/Diploma,10.12,1,Junior,Senior Career,1,1
Employee_840,46,17,Bangalore,Software Developer,Bachelor's,19.83,1,Lead,Expert,2,3
Employee_841,28,1,Bangalore,Data Scientist,Bachelor's,6.15,1,Fresher,Mid Career,2,6
Employee_842,27,16,Delhi,ML Engineer,B.Tech,17.47,1,Lead,Mid Career,3,7
Employee_843,45,12,Hyderabad,ML Engineer,PhD,17.11,1,Senior,Senior Career,5,7
Employee_844,54,3,Pune,HR,B.Tech,3.56,2,Junior,Expert,3,1
Employee_845,50,24,Mumbai,DevOps,Bachelor's,20.34,1,Lead,Expert,2,4
Employee_846,43,10,Delhi,Data Scientist,B.Tech,22.87,1,Senior,Senior Career,3,6
Employee_847,47,6,Bangalore,Data Scientist,PhD,8.88,1,Mid,Expert,5,6
Employee_848,49,11,Jaipur,Software Developer,PhD,20.87,2,Senior,Expert,5,3
Employee_849,42,9,Delhi,Data Scientist,12th/Diploma,4.81,1,Senior,Senior Career,1,6
Employee_850,28,6,Delhi,Data Analyst,MBA/M.Tech,16.2,1,Mid,Mid Career,4,5
Employee_851,38,12,Delhi,DevOps,12th/Diploma,13.68,1,Senior,Senior Career,1,4
Employee_852,41,6,Delhi,Software Developer,PhD,15.01,1,Mid,Senior Career,5,3
Employee_853,41,23,Mumbai,Data Analyst,Bachelor's,23.38,1,Lead,Senior Career,2,5
Employee_854,43,16,Jaipur,HR,Bachelor's,22.17,2,Lead,Senior Career,2,1
Employee_855,49,9,Jaipur,ML Engineer,12th/Diploma,20.27,2,Senior,Expert,1,7
Employee_856,28,9,Jaipur,HR,PhD,9.02,2,Senior,Mid Career,5,1
Employee_857,22,23,Hyderabad,ML Engineer,Bachelor's,23.06,1,Lead,Early Career,2,7
Employee_858,53,3,Pune,HR,PhD,5.15,2,Junior,Expert,5,1
Employee_859,34,19,Jaipur,Data Scientist,Bachelor's,21.77,2,Lead,Mid Career,2,6
Employee_860,51,3,Delhi,Data Analyst,PhD,10.22,1,Junior,Expert,5,5
Employee_861,44,21,Delhi,ML Engineer,B.Tech,4.18,1,Lead,Senior Career,3,7
Employee_862,40,6,Jaipur,Software Developer,PhD,17.73,2,Mid,Senior Career,5,3
Employee_863,53,21,Jaipur,Data Analyst,PhD,8.09,2,Lead,Expert,5,5
Employee_864,51,0,Delhi,Software Developer,12th/Diploma,8.36,1,Fresher,Expert,1,3
Employee_865,50,11,Hyderabad,Data Analyst,B.Tech,9.73,1,Senior,Expert,3,5
Employee_866,50,23,Bangalore,Data Analyst,MBA/M.Tech,4.4,1,Lead,Expert,4,5
Employee_867,51,12,Bangalore,HR,12th/Diploma,6.9,1,Senior,Expert,1,1
Employee_868,37,9,Jaipur,ML Engineer,MBA/M.Tech,3.11,2,Senior,Senior Career,4,7
Employee_869,40,14,Mumbai,ML Engineer,Bachelor's,12.8,1,Senior,Senior Career,2,7
Employee_870,39,12,Jaipur,Data Analyst,MBA/M.Tech,4.85,2,Senior,Senior Career,4,5
Employee_871,22,22,Jaipur,Data Scientist,PhD,18.02,2,Lead,Early Career,5,6
Employee_872,35,21,Bangalore,Data Scientist,MBA/M.Tech,8.18,1,Lead,Mid Career,4,6
Employee_873,23,21,Delhi,Software Developer,12th/Diploma,23.76,1,Lead,Early Career,1,3
Employee_874,49,20,Jaipur,Software Developer,12th/Diploma,22.17,2,Lead,Expert,1,3
