name,age,experience,city,role,education,industry,salary_lpa
Employee_2249,45,13,Chandigarh,Software Developer,PhD,IT Indian Company,8.58
Employee_2250,46,22,Bangalore,Software Developer,PhD,Manufacturing,13.77
Employee_2251,57,11,Kolkata,Business Analyst,PhD,Government,9.53
Employee_2252,42,2,Gurgaon,HR Manager,M.Tech,Manufacturing,3.65
Employee_2253,51,4,Hyderabad,Data Scientist,Bachelor's,Fintech,5.48
Employee_2254,45,16,Pune,AI Engineer,PhD,IT Indian Company,17.32
Employee_2255,51,25,Bhopal,Cloud Engineer,MCA,Healthcare,12.92
Employee_2256,43,9,Kolkata,Full Stack Developer,M.Tech,Government,7.59
Employee_2257,49,9,Lucknow,Data Analyst,12th/Diploma,IT MNC,5.58
Employee_2258,28,10,Kolkata,AI Engineer,BCA,Healthcare,7.56
Employee_2259,56,16,Chennai,HR Manager,M.Tech,Manufacturing,7.23
Employee_2260,49,4,Gurgaon,Data Scientist,12th/Diploma,Manufacturing,4.81
Employee_2261,35,12,Pune,Business Analyst,MCA,E-commerce,10.38
Employee_2262,31,9,Gurgaon,Full Stack Developer,PhD,E-commerce,12.57
Employee_2263,37,8,Nagpur,DevOps Engineer,12th/Diploma,E-commerce,5.08
Employee_2264,37,16,Bhopal,Data Scientist,MBA,Manufacturing,9.99
Employee_2265,52,0,Chennai,Cloud Engineer,M.Tech,IT Indian Company,5.01
Employee_2266,46,3,Chandigarh,Cloud Engineer,M.Tech,Startup,6.89
Employee_2267,34,3,Indore,DevOps Engineer,PhD,IT Indian Company,5.04
Employee_2268,27,17,Chandigarh,HR Manager,BCA,IT MNC,8.44
Employee_2269,30,8,Nagpur,Product Manager,12th/Diploma,IT Indian Company,5.63
Employee_2270,57,24,Indore,Data Scientist,BCA,E-commerce,11.28
Employee_2271,41,17,Indore,DevOps Engineer,M.Tech,Fintech,14.03
Employee_2272,39,13,Lucknow,HR Manager,12th/Diploma,IT MNC,5.99
Employee_2273,42,24,Bhopal,HR Manager,12th/Diploma,Healthcare,6.26
Employee_2274,25,14,Bangalore,Business Analyst,BCA,Fintech,11.07
Employee_2275,54,5,Hyderabad,Software Developer,MBA,IT MNC,8.6
Employee_2276,48,23,Nagpur,Data Scientist,12th/Diploma,IT MNC,11.78
Employee_2277,28,9,Bhopal,Full Stack Developer,MBA,Manufacturing,5.95
Employee_2278,27,14,Ahmedabad,Product Manager,Bachelor's,E-commerce,8.68
Employee_2279,36,3,Chandigarh,ML Engineer,B.Tech,Manufacturing,4.77
Employee_2280,39,17,Nagpur,Data Analyst,Bachelor's,Government,4.53
Employee_2281,53,17,Ahmedabad,Data Scientist,B.Tech,Healthcare,10.97
Employee_2282,32,24,Nagpur,AI Engineer,Bachelor's,IT Indian Company,13.9
Employee_2283,41,16,Gurgaon,HR Manager,B.Tech,Manufacturing,8.19
Employee_2284,45,11,Lucknow,Software Developer,12th/Diploma,Government,3.32
Employee_2285,36,6,Chennai,DevOps Engineer,BCA,Healthcare,5.32
Employee_2286,28,15,Indore,Cloud Engineer,BCA,E-commerce,8.98
Employee_2287,42,10,Jaipur,DevOps Engineer,PhD,E-commerce,11.05
Employee_2288,47,13,Hyderabad,DevOps Engineer,MCA,Government,9.35
Employee_2289,35,2,Gurgaon,Product Manager,PhD,Manufacturing,8.87
Employee_2290,42,18,Nagpur,Data Scientist,B.Tech,E-commerce,13.11
Employee_2291,39,17,Jaipur,DevOps Engineer,MCA,Fintech,11.33
Employee_2292,26,9,Hyderabad,Product Manager,,Healthcare,11.68
Employee_2293,24,5,Jaipur,ML Engineer,MBA,Healthcare,7.4
Employee_2294,44,12,Kolkata,Full Stack Developer,MCA,IT MNC,13.27
Employee_2295,47,9,Gurgaon,ML Engineer,B.Tech,Startup,11.15
Employee_2296,45,17,Lucknow,Data Scientist,BCA,IT Indian Company,8.63
Employee_2297,40,25,Lucknow,Cloud Engineer,B.Tech,Government,9.36
Employee_2298,46,19,Chennai,ML Engineer,MBA,E-commerce,21.2
Employee_2299,42,25,Hyderabad,Product Manager,12th/Diploma,Healthcare,11.79
Employee_2300,33,15,Ahmedabad,Product Manager,MCA,Healthcare,11.17
Employee_2301,54,24,Gurgaon,Data Analyst,MCA,IT MNC,19.89
Employee_2302,25,24,Hyderabad,HR Manager,MBA,Government,9.0
Employee_2303,28,5,Hyderabad,AI Engineer,B.Tech,IT Indian Company,8.47
Employee_2304,43,12,Lucknow,AI Engineer,MCA,Startup,9.93
Employee_2305,54,3,Nagpur,Data Scientist,BCA,Startup,4.98
Employee_2306,38,22,Jaipur,QA Tester,MCA,E-commerce,11.95
Employee_2307,45,13,Chandigarh,HR Manager,B.Tech,,6.95
Employee_2308,55,0,Jaipur,Data Analyst,MBA,Startup,4.37
Employee_2309,49,27,Pune,Software Developer,BCA,Manufacturing,9.66
Employee_2310,43,19,Bhopal,Business Analyst,BCA,IT Indian Company,7.85
Employee_2311,38,4,Gurgaon,DevOps Engineer,MCA,Government,5.0
Employee_2312,55,7,Nagpur,ML Engineer,B.Tech,IT Indian Company,6.27
Employee_2313,27,11,Mumbai,HR Manager,MCA,Manufacturing,7.62
Employee_2314,27,1,Bhopal,DevOps Engineer,M.Tech,E-commerce,4.06
Employee_2315,55,11,Delhi,Software Developer,12th/Diploma,Healthcare,4.69
Employee_2316,22,4,Mumbai,Cloud Engineer,PhD,IT MNC,12.23
Employee_2317,31,21,Hyderabad,Data Analyst,MBA,E-commerce,18.02
Employee_2318,42,4,Pune,DevOps Engineer,M.Tech,Fintech,9.1
Employee_2319,26,12,Lucknow,Business Analyst,PhD,Startup,9.17
Employee_2320,23,8,Hyderabad,Data Analyst,12th/Diploma,Manufacturing,3.92
Employee_2321,43,9,Mumbai,Data Analyst,BCA,IT MNC,8.88
Employee_2322,23,0,Chandigarh,HR Manager,MCA,Healthcare,2.61
Employee_2323,31,2,Hyderabad,Product Manager,12th/Diploma,Healthcare,4.26
Employee_2324,55,17,Jaipur,Full Stack Developer,Bachelor's,IT Indian Company,8.23
Employee_2325,37,11,Gurgaon,Data Scientist,12th/Diploma,Fintech,10.28
Employee_2326,43,2,Chandigarh,AI Engineer,MCA,Government,4.17
Employee_2327,33,25,Ahmedabad,Data Analyst,PhD,Healthcare,15.5
Employee_2328,45,24,Mumbai,Business Analyst,MCA,Fintech,19.2
Employee_2329,31,8,Delhi,HR Manager,MBA,Startup,7.12
Employee_2330,56,25,Delhi,HR Manager,12th/Diploma,IT Indian Company,8.55
Employee_2331,53,1,Jaipur,DevOps Engineer,MCA,IT MNC,6.0
Employee_2332,28,2,Gurgaon,DevOps Engineer,MCA,IT Indian Company,6.19
Employee_2333,42,13,Nagpur,ML Engineer,M.Tech,Startup,11.69
Employee_2334,41,3,Bangalore,Data Analyst,MBA,Manufacturing,5.8
Employee_2335,47,24,Bangalore,Full Stack Developer,M.Tech,Healthcare,15.85
Employee_2336,25,18,Nagpur,Data Scientist,MBA,Fintech,17.64
Employee_2337,43,12,Chennai,Data Scientist,MBA,Manufacturing,10.99
Employee_2338,36,6,Chennai,QA Tester,PhD,Startup,7.75
Employee_2339,42,11,Mumbai,Cloud Engineer,M.Tech,Healthcare,11.71
Employee_2340,36,2,Jaipur,Cloud Engineer,MBA,E-commerce,61.0364934384507
Employee_2341,43,22,Jaipur,ML Engineer,Bachelor's,Government,7.8
Employee_2342,49,22,Hyderabad,AI Engineer,PhD,Fintech,27.48
Employee_2343,35,8,Nagpur,Cloud Engineer,BCA,Startup,6.04
Employee_2344,48,1,Nagpur,Software Developer,MCA,IT MNC,4.44
Employee_2345,49,21,Delhi,ML Engineer,B.Tech,IT MNC,21.39
Employee_2346,47,8,Delhi,Data Scientist,MBA,Healthcare,9.95
Employee_2347,23,11,Chandigarh,Data Scientist,BCA,Healthcare,6.61
Employee_2348,46,11,Delhi,QA Tester,MBA,IT MNC,10.78
Employee_2349,24,14,Pune,Full Stack Developer,PhD,Government,9.01
Employee_2350,29,1,Gurgaon,HR Manager,PhD,E-commerce,5.21
Employee_2351,54,17,Kolkata,Software Developer,BCA,IT Indian Company,7.68
Employee_2352,56,12,Nagpur,AI Engineer,B.Tech,IT MNC,12.72
Employee_2353,27,13,Indore,DevOps Engineer,PhD,Government,7.76
Employee_2354,44,4,Lucknow,ML Engineer,12th/Diploma,Government,2.5
Employee_2355,46,25,Indore,Cloud Engineer,Bachelor's,Healthcare,9.6
Employee_2356,40,9,Lucknow,Product Manager,MCA,Healthcare,9.14
Employee_2357,26,11,Lucknow,QA Tester,12th/Diploma,E-commerce,5.06
Employee_2358,32,9,Hyderabad,QA Tester,M.Tech,IT MNC,10.63
Employee_2359,33,23,Bangalore,Full Stack Developer,B.Tech,E-commerce,14.86
Employee_2360,31,10,Jaipur,QA Tester,Bachelor's,Government,3.49
Employee_2361,29,24,Bangalore,Data Scientist,Bachelor's,IT MNC,20.53
Employee_2362,45,1,Pune,QA Tester,Bachelor's,IT Indian Company,3.51
Employee_2363,49,4,Bangalore,Product Manager,B.Tech,Startup,7.88
Employee_2364,57,6,Delhi,ML Engineer,MBA,IT MNC,13.01
Employee_2365,42,5,Nagpur,Data Analyst,MBA,Startup,5.45
Employee_2366,29,21,Ahmedabad,AI Engineer,PhD,IT MNC,21.94
Employee_2367,30,22,Hyderabad,Data Analyst,M.Tech,IT Indian Company,16.2
Employee_2368,36,2,Nagpur,ML Engineer,MBA,Government,4.05
Employee_2369,39,12,Ahmedabad,Data Analyst,PhD,Manufacturing,6.8
Employee_2370,41,2,Chennai,AI Engineer,12th/Diploma,Healthcare,4.04
Employee_2371,27,25,Bhopal,Business Analyst,PhD,Startup,14.82
Employee_2372,33,24,Ahmedabad,HR Manager,MCA,Government,8.04
Employee_2373,23,23,Kolkata,ML Engineer,PhD,E-commerce,19.98
Employee_2374,28,20,Chandigarh,Product Manager,Bachelor's,IT MNC,12.32
Employee_2375,37,5,Jaipur,Data Analyst,M.Tech,Healthcare,5.64
Employee_2376,24,10,Pune,AI Engineer,M.Tech,IT MNC,16.97
Employee_2377,24,27,Nagpur,Cloud Engineer,Bachelor's,E-commerce,10.53
Employee_2378,48,25,Lucknow,DevOps Engineer,12th/Diploma,Government,6.83
Employee_2379,54,16,Jaipur,AI Engineer,PhD,IT Indian Company,13.52
Employee_2380,49,9,Kolkata,Full Stack Developer,MBA,Fintech,10.21
Employee_2381,22,11,Jaipur,DevOps Engineer,PhD,IT MNC,14.01
Employee_2382,29,16,Ahmedabad,Cloud Engineer,Bachelor's,Manufacturing,6.91
Employee_2383,53,3,Gurgaon,Software Developer,Bachelor's,E-commerce,5.49
Employee_2384,25,1,Jaipur,Product Manager,B.Tech,Fintech,5.71
Employee_2385,51,10,Nagpur,Data Scientist,BCA,IT MNC,7.64
Employee_2386,27,6,Chennai,Cloud Engineer,M.Tech,Startup,9.58
Employee_2387,40,1,Hyderabad,HR Manager,12th/Diploma,Government,2.5
Employee_2388,53,25,Hyderabad,DevOps Engineer,PhD,Healthcare,18.7
Employee_2389,30,17,Bangalore,HR Manager,12th/Diploma,Healthcare,6.37
Employee_2390,33,20,Mumbai,DevOps Engineer,MBA,E-commerce,18.97
Employee_2391,32,3,Ahmedabad,Full Stack Developer,12th/Diploma,Startup,3.07
Employee_2392,37,7,Delhi,Software Developer,MBA,IT Indian Company,7.98
Employee_2393,22,19,Bhopal,Data Scientist,PhD,Fintech,16.97
Employee_2394,42,13,Bhopal,Business Analyst,B.Tech,E-commerce,8.44
Employee_2395,51,11,Kolkata,Full Stack Developer,PhD,Manufacturing,7.55
Employee_2396,34,21,Pune,Cloud Engineer,B.Tech,IT MNC,19.59
Employee_2397,55,20,Chandigarh,HR Manager,,Healthcare,9.41
Employee_2398,25,26,Ahmedabad,DevOps Engineer,MBA,IT MNC,17.97
Employee_2399,49,17,Lucknow,Cloud Engineer,M.Tech,Fintech,14.03
Employee_2400,52,10,Indore,QA Tester,B.Tech,Startup,5.88
Employee_2401,48,27,Nagpur,AI Engineer,PhD,Startup,18.6
Employee_2402,26,7,Bhopal,Software Developer,MBA,E-commerce,6.94
Employee_2403,46,1,Hyderabad,Business Analyst,M.Tech,E-commerce,5.64
Employee_2404,24,24,Indore,Product Manager,PhD,Startup,17.87
Employee_2405,54,14,Bangalore,AI Engineer,M.Tech,E-commerce,19.95
Employee_2406,25,8,Chandigarh,Business Analyst,PhD,Startup,7.13
Employee_2407,46,18,Lucknow,HR Manager,12th/Diploma,Fintech,6.49
Employee_2408,41,19,Chandigarh,Software Developer,MCA,E-commerce,11.95
Employee_2409,55,7,Jaipur,Software Developer,BCA,Startup,4.68
Employee_2410,47,24,Delhi,Cloud Engineer,Bachelor's,E-commerce,16.47
Employee_2411,26,18,Delhi,AI Engineer,Bachelor's,IT MNC,16.37
Employee_2412,56,4,Mumbai,Cloud Engineer,,Government,5.53
Employee_2413,49,10,Gurgaon,Cloud Engineer,MBA,Healthcare,10.33
Employee_2414,50,14,Chandigarh,QA Tester,MBA,IT MNC,10.87
Employee_2415,30,7,Mumbai,Cloud Engineer,MBA,IT Indian Company,9.57
Employee_2416,27,18,Indore,HR Manager,BCA,Startup,5.74
Employee_2417,40,22,Jaipur,DevOps Engineer,M.Tech,IT Indian Company,15.23
Employee_2418,32,26,Chandigarh,DevOps Engineer,Bachelor's,Startup,10.13
Employee_2419,23,7,Ahmedabad,HR Manager,MCA,Government,4.35
Employee_2420,30,25,Chennai,Data Scientist,MBA,Healthcare,17.03
Employee_2421,42,26,Kolkata,Product Manager,B.Tech,E-commerce,17.35
Employee_2422,45,18,Delhi,Business Analyst,12th/Diploma,Startup,10.03
Employee_2423,55,17,Pune,Full Stack Developer,BCA,Government,7.5
Employee_2424,43,9,Nagpur,QA Tester,PhD,IT MNC,9.57
Employee_2425,24,6,Ahmedabad,Product Manager,MBA,E-commerce,8.74
Employee_2426,33,27,Pune,HR Manager,Bachelor's,Healthcare,9.68
Employee_2427,49,8,Indore,Data Analyst,12th/Diploma,IT MNC,5.42
Employee_2428,51,0,Bangalore,Full Stack Developer,MCA,E-commerce,4.87
Employee_2429,47,18,Pune,Data Scientist,MBA,Startup,16.57
Employee_2430,42,4,Indore,ML Engineer,Bachelor's,Startup,4.93
Employee_2431,49,18,Bhopal,Full Stack Developer,12th/Diploma,IT MNC,8.57
Employee_2432,47,0,Delhi,Software Developer,B.Tech,Fintech,3.47
Employee_2433,54,14,Lucknow,HR Manager,BCA,Startup,5.53
Employee_2434,42,15,Delhi,QA Tester,MCA,,6.65
Employee_2435,56,22,Delhi,ML Engineer,PhD,Fintech,22.72
Employee_2436,55,6,Ahmedabad,Product Manager,Bachelor's,E-commerce,6.85
Employee_2437,39,25,Lucknow,Business Analyst,M.Tech,Fintech,13.78
Employee_2438,32,11,Nagpur,Business Analyst,B.Tech,IT MNC,8.19
Employee_2439,44,7,Lucknow,ML Engineer,BCA,IT Indian Company,5.44
Employee_2440,43,4,Nagpur,Business Analyst,BCA,IT Indian Company,4.35
Employee_2441,38,9,Ahmedabad,QA Tester,M.Tech,IT MNC,8.75
Employee_2442,26,27,Lucknow,HR Manager,PhD,Manufacturing,8.13
Employee_2443,32,20,Kolkata,Product Manager,B.Tech,Government,11.77
Employee_2444,51,4,Indore,Business Analyst,Bachelor's,IT Indian Company,3.6
Employee_2445,36,16,Hyderabad,HR Manager,BCA,IT MNC,11.01
Employee_2446,48,25,Gurgaon,AI Engineer,MCA,Startup,20.89
Employee_2447,56,4,Indore,Data Analyst,12th/Diploma,Fintech,3.36
Employee_2448,54,21,Jaipur,Data Scientist,MCA,IT Indian Company,13.27
Employee_2449,41,14,Jaipur,Data Scientist,PhD,Startup,13.33
Employee_2450,37,12,Bangalore,Software Developer,MBA,IT Indian Company,12.0
Employee_2451,55,27,Mumbai,Data Analyst,PhD,E-commerce,19.53
Employee_2452,23,0,Kolkata,Data Analyst,BCA,IT MNC,4.42
Employee_2453,56,10,Hyderabad,Software Developer,12th/Diploma,IT MNC,7.5
Employee_2454,49,22,Chennai,Product Manager,B.Tech,Government,12.83
Employee_2455,27,0,Bangalore,QA Tester,12th/Diploma,Startup,2.91
Employee_2456,30,10,Chandigarh,Software Developer,PhD,Manufacturing,7.13
Employee_2457,41,17,Ahmedabad,Product Manager,12th/Diploma,,8.54
Employee_2458,22,17,Chandigarh,Software Developer,M.Tech,Fintech,12.34
Employee_2459,29,20,Hyderabad,Full Stack Developer,12th/Diploma,Government,8.37
Employee_2460,44,25,Lucknow,Full Stack Developer,BCA,E-commerce,11.1
Employee_2461,24,15,Chandigarh,AI Engineer,M.Tech,Manufacturing,11.45
Employee_2462,25,12,Delhi,DevOps Engineer,PhD,E-commerce,12.92
Employee_2463,46,6,Ahmedabad,QA Tester,PhD,Healthcare,6.63
Employee_2464,36,0,Chandigarh,Software Developer,PhD,Fintech,5.09
Employee_2465,42,25,Chandigarh,Data Analyst,M.Tech,Government,11.1
Employee_2466,56,15,Bhopal,Full Stack Developer,MBA,Fintech,9.98
Employee_2467,35,0,Mumbai,Cloud Engineer,MBA,E-commerce,6.0
Employee_2468,57,16,Mumbai,Product Manager,M.Tech,Government,12.28
Employee_2469,33,5,Jaipur,Full Stack Developer,M.Tech,IT Indian Company,5.36
Employee_2470,38,1,Indore,Full Stack Developer,PhD,Healthcare,4.24
Employee_2471,30,16,Gurgaon,HR Manager,PhD,IT Indian Company,13.11
Employee_2472,56,5,Gurgaon,Product Manager,PhD,E-commerce,12.26
Employee_2473,34,13,Chennai,Data Scientist,Bachelor's,IT Indian Company,8.35
Employee_2474,36,17,Ahmedabad,ML Engineer,MBA,Fintech,16.06
Employee_2475,39,5,Ahmedabad,QA Tester,BCA,Government,2.5
Employee_2476,54,9,Indore,Product Manager,Bachelor's,Fintech,7.39
Employee_2477,27,23,Mumbai,AI Engineer,B.Tech,IT Indian Company,19.05
Employee_2478,48,17,Delhi,HR Manager,B.Tech,Government,6.88
Employee_2479,44,26,Delhi,Business Analyst,B.Tech,Fintech,17.8
Employee_2480,48,8,Pune,Product Manager,B.Tech,IT MNC,11.29
Employee_2481,55,7,Delhi,Product Manager,B.Tech,Fintech,10.35
Employee_2482,35,27,Lucknow,DevOps Engineer,MCA,E-commerce,12.46
Employee_2483,57,9,Hyderabad,Business Analyst,M.Tech,Startup,9.19
Employee_2484,29,16,Gurgaon,HR Manager,BCA,IT Indian Company,8.39
Employee_2485,56,22,Delhi,Product Manager,Bachelor's,Healthcare,16.08
Employee_2486,40,25,Kolkata,ML Engineer,B.Tech,Manufacturing,14.6
Employee_2487,51,5,Bhopal,ML Engineer,MCA,IT Indian Company,6.72
Employee_2488,35,13,Ahmedabad,Business Analyst,PhD,Manufacturing,7.88
Employee_2489,41,21,Delhi,Cloud Engineer,PhD,Manufacturing,19.15
Employee_2490,46,21,Pune,HR Manager,MBA,Fintech,14.11
Employee_2491,45,5,Indore,Data Scientist,MCA,Fintech,7.08
Employee_2492,35,25,Nagpur,Product Manager,MCA,Government,12.54
Employee_2493,47,6,Chennai,DevOps Engineer,BCA,Government,5.52
Employee_2494,44,11,Chennai,DevOps Engineer,,Startup,9.06
Employee_2495,43,2,Mumbai,Data Analyst,MCA,Startup,5.51
Employee_2496,40,13,Bhopal,Data Scientist,M.Tech,Healthcare,11.38
Employee_2497,24,21,Delhi,DevOps Engineer,MCA,E-commerce,22.37
Employee_2498,40,18,Chandigarh,QA Tester,B.Tech,IT MNC,10.47
Employee_2499,30,22,Ahmedabad,QA Tester,BCA,E-commerce,9.14
Employee_2500,49,15,Ahmedabad,ML Engineer,MCA,Government,9.08
Employee_2501,41,6,Nagpur,Business Analyst,Bachelor's,Healthcare,4.22
Employee_2502,28,7,Gurgaon,Data Analyst,12th/Diploma,IT Indian Company,4.57
Employee_2503,35,17,Chennai,Software Developer,PhD,Fintech,15.78
Employee_2504,30,24,Mumbai,DevOps Engineer,MBA,E-commerce,20.84
Employee_2505,40,12,Delhi,AI Engineer,12th/Diploma,Manufacturing,7.47
Employee_2506,35,20,Chennai,HR Manager,12th/Diploma,Fintech,7.86
Employee_2507,57,8,Chennai,DevOps Engineer,BCA,Fintech,7.64
Employee_2508,38,9,Nagpur,Full Stack Developer,PhD,E-commerce,7.16
Employee_2509,51,20,Ahmedabad,Business Analyst,MCA,E-commerce,11.59
Employee_2510,30,22,Delhi,Data Scientist,12th/Diploma,Manufacturing,10.75
Employee_2511,54,26,Chandigarh,Full Stack Developer,12th/Diploma,Government,6.69
Employee_2512,46,8,Bangalore,Cloud Engineer,PhD,Manufacturing,10.08
Employee_2513,35,14,Chandigarh,DevOps Engineer,MBA,Startup,9.79
Employee_2514,32,19,Delhi,Software Developer,B.Tech,Government,9.73
Employee_2515,56,1,Hyderabad,Full Stack Developer,M.Tech,Healthcare,5.39
Employee_2516,35,24,Chennai,Full Stack Developer,M.Tech,Healthcare,14.58
Employee_2517,51,12,Gurgaon,Data Scientist,PhD,Manufacturing,14.12
Employee_2518,25,1,Indore,Data Analyst,MCA,IT MNC,4.25
Employee_2519,25,18,Indore,Software Developer,MCA,Government,8.0
Employee_2520,49,25,Lucknow,Business Analyst,MBA,Manufacturing,8.8
Employee_2521,29,1,Lucknow,Full Stack Developer,B.Tech,Startup,3.44
Employee_2522,23,2,Nagpur,QA Tester,PhD,IT MNC,4.92
Employee_2523,43,5,Bangalore,Product Manager,MCA,E-commerce,10.36
Employee_2524,37,2,Pune,Software Developer,M.Tech,Healthcare,5.26
Employee_2525,50,9,Mumbai,Product Manager,M.Tech,Healthcare,13.94
Employee_2526,51,23,Chandigarh,DevOps Engineer,Bachelor's,IT MNC,12.7
Employee_2527,33,26,Delhi,Full Stack Developer,MBA,IT Indian Company,14.59
Employee_2528,56,5,Gurgaon,Full Stack Developer,BCA,Startup,4.92
Employee_2529,32,22,Pune,ML Engineer,B.Tech,Startup,17.84
Employee_2530,42,15,Pune,ML Engineer,MBA,Startup,16.23
Employee_2531,42,16,Chennai,Data Scientist,12th/Diploma,Healthcare,9.06
Employee_2532,26,18,Hyderabad,Business Analyst,PhD,Fintech,17.64
Employee_2533,41,2,Chennai,HR Manager,,Healthcare,4.07
Employee_2534,24,17,Mumbai,HR Manager,Bachelor's,Fintech,8.9
Employee_2535,54,6,Bangalore,Business Analyst,M.Tech,Healthcare,8.92
Employee_2536,30,8,Chandigarh,Data Analyst,Bachelor's,Government,3.67
Employee_2537,30,19,Ahmedabad,Data Scientist,BCA,E-commerce,10.55
Employee_2538,25,11,Kolkata,HR Manager,PhD,Healthcare,8.04
Employee_2539,56,4,Bangalore,Data Scientist,MBA,Government,6.94
Employee_2540,38,2,Chandigarh,Full Stack Developer,Bachelor's,Government,2.83
Employee_2541,55,10,Mumbai,ML Engineer,MBA,E-commerce,12.39
Employee_2542,45,24,Lucknow,ML Engineer,PhD,Government,14.57
Employee_2543,53,3,Chandigarh,ML Engineer,MCA,Fintech,6.68
Employee_2544,22,4,Ahmedabad,QA Tester,MCA,Startup,5.16
Employee_2545,29,0,Pune,QA Tester,M.Tech,Fintech,5.03
Employee_2546,44,26,Bangalore,HR Manager,Bachelor's,IT MNC,9.96
Employee_2547,33,27,Ahmedabad,Software Developer,MCA,Startup,13.37
Employee_2548,33,17,Delhi,AI Engineer,PhD,Healthcare,21.33
Employee_2549,36,11,Chennai,QA Tester,MBA,Healthcare,6.78
Employee_2550,40,12,Chandigarh,Full Stack Developer,M.Tech,Healthcare,7.38
Employee_2551,47,8,Kolkata,DevOps Engineer,MCA,Healthcare,7.96
Employee_2552,50,1,Gurgaon,Data Scientist,PhD,Healthcare,7.25
Employee_2553,43,4,Chandigarh,ML Engineer,PhD,Fintech,8.18
Employee_2554,42,12,Delhi,ML Engineer,M.Tech,Manufacturing,13.65
Employee_2555,41,15,Bangalore,ML Engineer,12th/Diploma,E-commerce,11.68
Employee_2556,50,15,Chandigarh,Full Stack Developer,MBA,Manufacturing,6.72
Employee_2557,25,23,Jaipur,ML Engineer,PhD,Fintech,18.92
Employee_2558,28,2,Ahmedabad,Data Analyst,M.Tech,IT Indian Company,5.41
Employee_2559,49,21,Pune,Data Scientist,B.Tech,Government,11.22
Employee_2560,49,3,Pune,Full Stack Developer,PhD,Manufacturing,5.42
Employee_2561,25,10,Jaipur,Data Scientist,MCA,Fintech,10.69
Employee_2562,43,22,Bangalore,Product Manager,MCA,Government,15.62
Employee_2563,33,25,Pune,Cloud Engineer,MBA,Startup,15.42
Employee_2564,24,13,Chandigarh,QA Tester,PhD,Healthcare,9.3
Employee_2565,43,2,Hyderabad,Business Analyst,BCA,Fintech,5.41
Employee_2566,23,15,Indore,Data Analyst,B.Tech,Manufacturing,7.03
Employee_2567,45,21,Lucknow,Software Developer,M.Tech,E-commerce,10.97
Employee_2568,55,14,Nagpur,Software Developer,B.Tech,Manufacturing,7.18
Employee_2569,48,27,Pune,AI Engineer,M.Tech,Healthcare,22.38
Employee_2570,22,9,Bhopal,Data Analyst,PhD,Manufacturing,7.61
Employee_2571,29,8,Lucknow,Data Scientist,B.Tech,IT MNC,9.18
Employee_2572,44,10,Kolkata,Software Developer,Bachelor's,IT Indian Company,5.86
Employee_2573,27,15,Hyderabad,Cloud Engineer,12th/Diploma,Startup,9.13
Employee_2574,43,9,Mumbai,Software Developer,12th/Diploma,E-commerce,5.61
Employee_2575,46,16,Chandigarh,ML Engineer,BCA,IT Indian Company,8.95
Employee_2576,39,18,Chandigarh,AI Engineer,B.Tech,Fintech,12.96
Employee_2577,38,1,Mumbai,Full Stack Developer,B.Tech,IT Indian Company,5.19
Employee_2578,33,23,Ahmedabad,DevOps Engineer,MCA,Healthcare,12.96
Employee_2579,27,22,Hyderabad,DevOps Engineer,M.Tech,Healthcare,15.22
Employee_2580,47,1,Delhi,Software Developer,MBA,IT MNC,5.56
Employee_2581,48,5,Ahmedabad,Data Scientist,Bachelor's,Government,4.05
Employee_2582,29,18,Delhi,Business Analyst,Bachelor's,IT Indian Company,9.17
Employee_2583,40,7,Kolkata,Data Scientist,PhD,Manufacturing,7.14
Employee_2584,22,25,Chennai,ML Engineer,BCA,IT Indian Company,16.27
Employee_2585,50,2,Bangalore,Software Developer,12th/Diploma,Healthcare,4.36
Employee_2586,56,25,Chandigarh,Software Developer,PhD,Government,10.01
Employee_2587,35,13,Indore,DevOps Engineer,B.Tech,Fintech,7.51
Employee_2588,56,24,Chandigarh,Product Manager,MBA,Fintech,21.56
Employee_2589,41,15,Hyderabad,Software Developer,BCA,Startup,9.37
Employee_2590,34,0,Jaipur,Full Stack Developer,M.Tech,Manufacturing,3.75
Employee_2591,29,20,Gurgaon,AI Engineer,Bachelor's,Manufacturing,11.38
Employee_2592,41,2,Bangalore,AI Engineer,Bachelor's,Fintech,6.06
Employee_2593,54,21,Kolkata,Full Stack Developer,Bachelor's,IT Indian Company,9.6
Employee_2594,47,25,Hyderabad,Product Manager,B.Tech,IT MNC,23.08
Employee_2595,42,17,Mumbai,Data Scientist,B.Tech,Fintech,15.25
Employee_2596,30,8,Nagpur,DevOps Engineer,B.Tech,Manufacturing,5.85
Employee_2597,45,5,Chandigarh,AI Engineer,MCA,Manufacturing,4.82
Employee_2598,38,22,Bangalore,QA Tester,12th/Diploma,Healthcare,9.11
Employee_2599,45,20,Bhopal,QA Tester,M.Tech,Healthcare,9.62
Employee_2600,42,24,Chandigarh,Data Analyst,Bachelor's,Startup,10.68
Employee_2601,34,0,Chandigarh,Cloud Engineer,Bachelor's,Government,2.5
Employee_2602,32,20,Chandigarh,DevOps Engineer,PhD,Startup,16.67
Employee_2603,40,26,Delhi,Product Manager,MCA,IT Indian Company,21.18
Employee_2604,32,9,Jaipur,Data Analyst,Bachelor's,Fintech,6.45
Employee_2605,34,26,Bangalore,Software Developer,M.Tech,Fintech,18.01
Employee_2606,22,5,Gurgaon,Full Stack Developer,Bachelor's,Startup,5.49
